CACO2	COLO201
SYN1	4.695455138	4.852158519
SYN2	4.554774281	4.483600293
SYN3	4.494067195	4.43458812
SYNCRIP	8.181413824	7.841487827
SYNE1	5.482872525	3.946576266
SYNE2	7.931170078	8.163046846
SYNGR1	7.557201673	5.246643185
SYNGR2	9.846980389	9.891326881
SYNGR3	4.973664477	4.374231698
SYNJ2	7.234735742	8.281760748
SYNJ2BP	6.233435023	6.318013895
SYNPO	7.201166518	5.107972764
SYNPO2	3.31535195	3.470786761
SYNPO2L	5.256667986	4.823554292
SYP	5.208212564	5.449413869
SYPL1	9.216814991	9.649554487
SYT1	4.46098058	8.348216465
SYT11	3.519626455	3.694784638
SYT12	5.036351177	5.022932969
SYT17	4.152441352	4.055213223
SYT2	6.498196976	6.312366348
SYT3	4.749165782	4.961300516
SYT5	4.845067907	4.764624019
SYT7	6.433645433	7.025449104
SYT8	6.216854373	6.15721277
SYTL1	7.007710607	7.696435142
SYTL4	6.150105229	7.338157492
SYTL5	7.189273674	5.095794661
SYVN1	8.401389082	8.408275714
TAB3	5.286376814	4.070610906
TAC1	3.122191349	3.19209459
TAC3	6.625960416	6.053450162
TACC1	8.76397363	7.292082709
TACC2	9.503470082	9.163806536
TACC3	8.472188151	8.737780372
TACR2	5.42347297	5.611521065
TACSTD2	9.241806715	10.41236586
TAF1	6.251463514	6.266257934
TAF10	10.38067195	11.44143844
TAF11	7.693099384	7.394636612
TAF12	7.320635031	8.767561366
TAF13	3.889188354	3.595509383
TAF15	6.481632788	6.570713537
TAF1A	7.139290638	6.471714054
TAF1B	7.151496777	6.82075461
TAF1C	8.176417345	7.681259223
TAF2	8.451857743	9.236089162
TAF4	9.258023618	8.635310051
TAF5	6.985005383	6.7169424
TAF5L	7.338592001	6.807507323
TAF6	8.404790549	8.471307905
TAF6L	5.561695679	4.830246036
TAF7	9.660728259	9.840855847
TAGLN	10.82521019	4.768989289
TAGLN2	11.39057308	11.50370006
TAGLN3	5.520915101	5.398386818
TAL1	5.882836386	3.984300325
TAL2	6.159650674	5.41820091
TALDO1	11.69454795	12.34391751
TANK	6.147406832	6.031754345
TAOK2	4.959133212	5.395707325
TAOK3	7.713072404	8.331069475
TAP1	7.732420761	7.947622763
TAP2	7.802513989	6.467595076
TAPBP	8.640080526	8.766719464
TAPBPL	6.58519918	6.213173214
TARBP1	7.357297816	8.170280313
TARBP2	8.357789294	8.193789566
TARDBP	8.809150316	8.334281757
TARS	11.1390236	10.95902538
TARSL2	6.356792493	5.444283846
TAS2R10	3.532351621	3.427375204
TAS2R3	3.909885133	4.097936884
TAS2R38	4.297267351	4.523596785
TAS2R4	3.710124711	3.817361165
TAS2R5	4.211723857	4.251606975
TASP1	8.112527015	8.404913267
TAT	4.300372043	4.491110133
TATDN1	9.447481375	9.640724963
TATDN2	8.162209375	8.06958283
TAX1BP1	10.44683384	10.39911619
TAX1BP3	10.02340243	10.57854894
TAZ	6.993822062	7.527555247
TBC1D1	3.557103957	3.8275385
TBC1D10A	7.370016837	7.520246349
TBC1D10B	7.605948826	7.807269313
TBC1D10C	5.385986243	5.505073472
TBC1D13	7.596861556	7.49464523
TBC1D14	8.812089221	9.099041983
TBC1D16	6.988097259	7.771254213
TBC1D17	6.403539689	6.362301043
TBC1D19	6.679274155	4.971456764
TBC1D20	7.089845683	7.188051101
TBC1D22A	8.043921701	9.004193804
TBC1D22B	4.309336639	4.569437135
TBC1D23	8.404415354	7.866257089
TBC1D4	10.77618773	9.916637438
TBC1D5	7.55550589	7.709144825
TBC1D7	9.416591181	8.651941014
TBC1D8	8.623389088	8.47601478
TBC1D9	7.595824295	3.492974975
TBCA	11.51833966	11.32018755
TBCC	7.935043646	9.898845308
TBCD	5.766813373	6.172635507
TBCE	7.577640631	6.981815581
TBK1	8.628614211	8.602272694
TBL1X	9.42034366	6.240133861
TBL2	4.858339462	4.762748437
TBL3	7.81037551	7.906332868
TBP	7.877014488	7.400608445
TBPL1	8.260434558	11.0262243
TBR1	3.716843069	3.758919873
TBRG1	7.302252278	6.280192744
TBRG4	4.587435714	4.692165194
TBX1	6.009101814	5.714217737
TBX10	5.030308005	5.299945116
TBX19	5.599874694	5.483779512
TBX2	6.41675894	5.498781133
TBX20	3.418244935	3.502889326
TBX3	7.710644155	7.022013897
TBX4	5.208325453	5.316413358
TBX6	4.537396002	4.982828304
TBXA2R	4.997158308	4.889916769
TBXAS1	5.058981714	6.064132036
TCAP	6.136209235	6.265606573
TCEA1	11.33496108	10.60978705
TCEA2	6.269261818	6.205193949
TCEAL1	7.587408917	8.617972718
TCEAL3	4.496604737	8.35335608
TCEAL4	9.714953059	10.08555354
TCEAL8	7.438005126	7.885458734
TCEB1	7.733913711	7.9879241
TCEB2	10.76428686	11.48910579
TCEB3	7.560325633	7.853150485
TCERG1	4.743204631	4.40664716
TCERG1L	3.965599529	4.089833016
TCF12	5.946387189	6.628455872
TCF19	7.386937757	8.072860133
TCF20	8.757913542	9.061685021
TCF21	3.976111576	4.938500691
TCF3	8.801003478	8.900740407
TCF4	9.095120742	3.634239484
TCF7	9.702342303	11.69558975
TCF7L1	7.562183774	5.221633964
TCF7L2	7.643318777	7.057294712
TCFL5	6.985066345	7.849541459
TCHP	5.640973866	5.635793808
TCIRG1	5.664911345	8.614456363
TCN1	4.397679789	6.072861591
TCN2	6.765752666	6.235275945
TCOF1	8.738029166	7.981718937
TCP1	8.673020581	8.409509478
TCP10L	4.049673564	4.69409636
TCP11	4.097463721	4.259166123
TCP11L1	6.684806723	6.259146391
TCP11L2	3.909220576	3.847453136
TCTA	7.044408357	7.347797409
TCTE3	5.507165509	4.881811444
TDG	9.523209308	9.642366418
TDO2	5.226468714	3.631998367
TDP1	6.928563499	6.851885578
TDRD1	3.475245757	3.516048295
TDRD3	5.929381477	7.361282996
TDRD5	3.844557951	4.554090275
TDRD7	7.911579347	7.574967152
TDRD9	3.398121086	3.528809629
TEAD1	10.84031761	10.08190895
TEAD2	5.401029201	5.790677119
TEAD4	8.662490115	7.975072963
TEC	5.046981061	4.939286028
TECTA	4.02224319	3.947961888
TEF	7.313701718	7.756289053
TEK	3.784865631	3.866704104
TEKT2	4.784709846	4.7433787
TEKT3	3.4493004	3.629926166
TEP1	6.727377173	7.44313274
TERF1	8.361068414	9.028962353
TERF2	6.946072843	5.993199006
TERF2IP	8.62236184	8.864458446
TERT	5.589200143	6.034184679
TES	11.06360732	10.41184755
TESC	6.163040183	9.215893278
TESK1	7.416677164	7.460046357
TESK2	7.016248712	6.738676301
TEX10	8.763670956	8.64393429
TEX101	5.009914071	5.017852521
TEX13B	4.661340853	4.925997366
TEX15	3.988562401	3.081921293
TEX2	7.868876311	8.057389526
TEX261	9.580135505	9.402829692
TEX264	7.502778809	7.94871118
TEX9	3.68143193	5.214326052
TF	6.485250372	6.306750886
TFAM	5.843980789	3.990083505
TFAP2A	6.583263161	6.206642413
TFAP2C	7.898843188	8.0904491
TFAP2E	5.619977233	5.52558979
TFAP4	6.035244394	6.154175197
TFB1M	7.574334218	7.660655073
TFCP2	7.929034546	6.73595906
TFCP2L1	7.164852648	7.315699253
TFDP1	7.568896598	7.04810963
TFDP2	6.031785287	6.139300006
TFE3	8.694769539	8.611166295
TFEB	5.520709122	7.480484246
TFEC	6.353633949	3.420301771
TFF1	7.65809327	7.472531868
TFF2	5.508124975	7.645831811
TFF3	7.11122714	10.57446493
TFG	4.273844238	4.034027766
TFIP11	5.158161242	5.308402477
TFPI	9.26784163	6.247889567
TFPT	6.975270928	7.44316094
TFR2	6.211562417	6.029902396
TFRC	11.90002348	11.91848893
TG	5.033236017	5.018605359
TGDS	8.665791579	8.766031186
TGFA	6.804781043	8.976634717
TGFB1	6.384317571	4.834184564
TGFB1I1	7.636755517	6.090382277
TGFB2	6.927034788	3.176601232
TGFB3	5.616909639	5.485492445
TGFBI	11.06325481	11.56360705
TGFBR1	8.746988596	8.963203504
TGFBR2	9.573926988	9.583010346
TGFBR3	7.963184857	8.351711019
TGFBRAP1	7.26391613	7.261640705
TGIF2	5.432579418	5.153764872
TGM1	5.484740721	5.452284449
TGM2	9.092676806	4.972639042
TGM3	4.320957722	4.956787198
TGM4	4.514484678	4.350716326
TGM5	5.783783357	7.890517925
TGOLN2	5.192701601	6.887399569
TH	3.913832005	4.436013169
THAP1	6.561454321	6.92894863
THAP10	6.325273987	7.540637464
THAP11	8.967685978	8.522443791
THAP3	6.783093415	6.564362278
THAP6	5.299685492	4.911576303
THAP7	7.692339847	8.067143797
THAP9	5.977559435	5.461615605
THBS1	9.550514789	5.71605611
THBS2	4.705679256	4.574194611
THBS3	5.576166413	5.999590811
THBS4	5.661136448	5.417965329
THEM4	6.255941865	7.771816505
THEM5	3.172740272	3.358024698
THOC1	9.102329641	7.986437575
THOP1	7.468749645	7.474191697
THPO	4.650267197	4.726691065
THRA	6.383586057	5.874478706
THRAP3	3.424890182	3.592839532
THRB	7.102272459	5.382873514
THRSP	5.471455656	5.418069408
THSD4	4.897512331	6.358986659
THUMPD1	8.001254442	8.177802157
THUMPD2	8.021738443	7.493109184
THUMPD3	8.229451605	8.150995452
THYN1	9.442713041	8.689041676
TIA1	7.61948047	8.127293197
TIAF1	5.699791734	5.452049671
TIAL1	7.328485158	6.899354233
TIAM1	4.000213861	8.804928842
TIAM2	5.34453903	5.296935934
TICAM1	6.381556345	6.800692725
TIE1	3.726129762	3.820843709
TIGD1	6.672119191	7.070093927
TIGD2	8.55314544	7.62254612
TIGD3	6.026121311	5.191462397
TIGD5	6.935216958	7.339995201
TIGD6	3.391676683	3.567346185
TIGD7	5.807123232	5.764264746
TIMD4	4.2135321	3.905993315
TIMELESS	8.939308396	9.45895495
TIMM10	9.731153119	9.655255985
TIMM13	10.30252593	9.831553435
TIMM17A	9.252818623	9.706393268
TIMM17B	8.866836338	9.414736952
TIMM44	8.279263754	8.05979203
TIMM8A	6.388982615	7.302354576
TIMM8B	8.340861499	7.797026065
TIMM9	9.009127325	9.212601881
TIMP1	5.78228049	10.61505998
TIMP2	9.711335291	9.064425373
TIMP3	8.468859023	3.706227933
TIMP4	4.322291044	6.82137734
TINAG	4.402669386	6.286017719
TINAGL1	7.702107453	8.273983018
TINF2	6.410609253	7.325967636
TIPARP	9.371463116	9.636372309
TIPRL	8.336260882	8.750530466
TIRAP	5.773867102	5.757371416
TJAP1	8.021472018	8.090465385
TJP1	7.677118657	5.797041526
TJP2	8.620198648	10.0031091
TJP3	6.758427072	7.55830032
TK1	9.269154314	9.672735728
TK2	6.541663989	6.264679161
TKT	6.507280009	5.707481293
TKTL2	3.738902023	3.47525208
TLCD1	7.766019371	8.574909716
TLE1	7.748858672	7.034403255
TLE2	6.685545528	5.449258484
TLE3	6.494520966	6.857280882
TLE4	6.95167603	7.023527649
TLE6	4.721627807	4.860389452
TLK1	5.143334695	4.435464657
TLK2	6.386662403	6.324259172
TLL1	3.334187946	3.441542055
TLL2	4.628654052	5.037272152
TLN1	5.765287377	5.716311938
TLN2	6.737008531	5.60458642
TLR1	3.400918775	3.425806153
TLR10	4.406167438	4.567177844
TLR2	6.146217455	5.018071478
TLR3	5.139640656	4.809830186
TLR4	3.394642577	5.313436174
TLR6	4.814513085	4.942223047
TLR9	5.136558887	5.134176234
TLX1	4.577293342	5.604018403
TLX2	5.2157828	5.433244273
TM2D2	9.61984987	8.779339434
TM2D3	8.462474555	8.895845595
TM4SF18	3.132044492	3.066995132
TM4SF20	4.188780317	4.143256656
TM4SF4	6.57348451	4.238538031
TM4SF5	7.022069996	6.695859676
TM7SF2	7.451174813	6.384380267
TM7SF3	8.288733369	6.728482004
TM9SF1	7.960695301	7.947411069
TM9SF2	10.87851142	11.31152467
TM9SF4	8.197742622	8.037997635
TMBIM1	9.145832509	8.880824894
TMC1	4.137450996	4.221106512
TMC2	5.376187897	5.433302902
TMC4	7.311250178	7.825784574
TMC5	3.779252143	7.282403483
TMC6	7.706575043	8.701221259
TMC7	4.819535265	5.409291925
TMC8	4.889801311	5.87576265
TMCC1	7.064855058	6.953234621
TMCC2	5.981839669	5.814926748
TMCO1	9.443876596	9.902602228
TMCO3	8.921746808	8.46602648
TMCO4	5.827110162	7.300361401
TMED1	8.469574396	8.587388295
TMED10	9.596443738	10.60810043
TMED2	8.853957749	7.741742865
TMED3	9.286200489	9.580902388
TMED4	8.686360578	8.831938419
TMED5	6.425210872	6.197786539
TMED6	3.966564962	5.923650938
TMED7	9.267964573	9.23286186
TMED9	11.61873004	11.73265512
TMEM101	7.871868553	7.898723314
TMEM102	4.632131171	5.675336878
TMEM105	6.85110946	6.946996244
TMEM106A	3.85658408	4.480157426
TMEM106B	6.473462634	7.200976232
TMEM106C	6.286872207	5.452502141
TMEM107	4.256401082	7.278739445
TMEM109	9.950171792	9.098212998
TMEM11	8.859680884	9.028949592
TMEM110	6.40598278	6.31322686
TMEM115	6.876237865	6.513026043
TMEM116	6.625232708	6.901662556
TMEM117	8.132069264	6.289255916
TMEM119	4.227371292	4.274138367
TMEM121	4.591971539	4.815217297
TMEM125	7.903462444	8.198531135
TMEM126A	9.983892419	10.42635815
TMEM126B	11.24205532	10.42467713
TMEM127	8.367239834	8.328149271
TMEM128	8.448406666	9.215656102
TMEM129	7.485328344	8.156014071
TMEM130	4.132414216	4.095949426
TMEM14A	9.718568877	11.47822664
TMEM14B	10.83483926	10.23134332
TMEM14C	10.57403567	10.05746555
TMEM17	6.822944321	7.482106496
TMEM19	8.34974852	8.637652325
TMEM2	8.218430301	8.644189395
TMEM25	7.266611109	5.363348905
TMEM27	4.717547998	3.327300468
TMEM30A	6.225812429	5.640623076
TMEM33	4.879389792	4.692618905
TMEM35	3.957807003	3.746733074
TMEM38A	5.789206467	6.095332686
TMEM38B	8.643504155	7.942043216
TMEM39A	8.019557311	7.612700035
TMEM39B	6.453844296	7.374055437
TMEM40	6.60175458	5.100150985
TMEM41A	8.677096782	8.122741897
TMEM42	6.765071492	7.703379094
TMEM43	4.990004296	5.115233601
TMEM44	5.63093896	7.505032747
TMEM45A	5.362015319	3.938037148
TMEM45B	8.75535801	7.996908944
TMEM47	3.384084544	3.773484195
TMEM5	5.816734955	7.313040721
TMEM50A	9.985110724	10.62015241
TMEM50B	8.608749224	9.753513186
TMEM51	8.324558005	8.875858503
TMEM52	5.54191433	4.871958319
TMEM53	5.629620689	7.59948407
TMEM54	7.57453157	8.816894856
TMEM55A	5.78232324	6.131934862
TMEM55B	8.365000335	8.420097098
TMEM56	6.211536316	4.836348359
TMEM59	9.276534888	10.20555028
TMEM60	8.969979164	8.911721395
TMEM61	5.197103917	5.030960835
TMEM63A	5.756811525	5.941807949
TMEM65	5.997820026	6.867683462
TMEM67	3.800130191	4.198458539
TMEM68	8.072489013	8.251717208
TMEM70	5.676101636	6.626323596
TMEM71	3.741871539	3.583711432
TMEM74	2.992260698	3.160603397
TMEM79	6.084548342	7.238055088
TMEM80	8.571887146	8.03209
TMEM86A	4.674521246	4.572093782
TMEM86B	6.884570746	5.427277464
TMEM87A	5.414155752	4.980190578
TMEM88	5.651801621	5.426966408
TMEM9	9.017827689	8.839789333
TMEM92	6.554527653	6.031466355
TMEM97	10.36623245	9.221049591
TMEM98	9.941649194	5.70709834
TMEM9B	8.284851866	8.767448973
TMF1	7.315598756	7.014665644
TMLHE	6.240025316	6.996391993
TMOD1	5.980472563	7.059719225
TMOD2	3.842764599	3.91082294
TMOD3	6.486191474	6.371792052
TMOD4	4.418476572	4.377386805
TMPO	6.966511201	6.843737383
TMPRSS2	8.269815476	9.922212855
TMPRSS3	3.712776875	6.443306526
TMPRSS6	7.087825062	7.132015607
TMSB10	13.3085181	13.74816192
TMTC2	3.246493675	6.366381147
TMTC3	5.986238902	4.512022749
TMTC4	7.648782628	7.164505955
TNC	6.11673271	10.36938073
TNF	4.636750739	4.672091763
TNFAIP1	8.778426726	7.604470371
TNFAIP2	5.659632873	6.141887103
TNFAIP3	9.128161479	6.947390761
TNFAIP8	9.228291612	8.24878375
TNFAIP8L1	7.833861586	6.476921056
TNFRSF10A	6.570680652	7.449732559
TNFRSF10B	6.861898177	6.109206803
TNFRSF10C	4.282452703	5.174455467
TNFRSF10D	7.344825427	7.772389693
TNFRSF11A	3.758244623	3.676418327
TNFRSF11B	6.667588422	7.178262185
TNFRSF12A	9.090553918	9.637793138
TNFRSF13C	5.867231701	5.907716971
TNFRSF14	5.507942439	6.836505048
TNFRSF18	4.731113802	4.427827525
TNFRSF1A	8.52395681	8.360319311
TNFRSF1B	6.281341971	9.601000987
TNFRSF21	9.214337024	7.092437487
TNFRSF25	6.115872538	6.968866925
TNFRSF4	5.39210935	5.570380878
TNFRSF8	5.843964865	5.794587902
TNFRSF9	6.297850722	4.165265167
TNFSF10	3.407263872	7.955604065
TNFSF12	5.660310819	5.738647292
TNFSF13	4.711176124	5.83129052
TNFSF13B	4.018165245	4.679793826
TNFSF14	4.617749215	4.751511724
TNFSF15	3.673764816	4.206735101
TNFSF4	4.659895875	6.450894519
TNFSF9	4.44424214	4.924645247
TNIP1	9.220544499	8.592101608
TNIP2	8.864202969	9.589678736
TNK1	6.261201454	7.044024063
TNK2	6.723309635	8.931504881
TNKS	7.558297594	7.477677644
TNKS1BP1	6.866768074	6.436676482
TNKS2	5.520061601	4.639393686
TNMD	3.545468306	3.683335287
TNNC1	7.28367993	4.604692044
TNNC2	4.658091134	5.268667233
TNNI1	4.453561053	4.559931564
TNNI2	5.577583949	5.457799906
TNNI3	4.979134204	5.249126808
TNNT1	7.146802224	6.856677588
TNNT2	4.983734104	4.732801042
TNPO1	9.117254415	8.530381182
TNPO3	9.317019229	10.09579393
TNRC6A	5.962075707	6.585011325
TNS1	4.568511455	3.904734633
TNS3	10.57556951	8.616100589
TNS4	5.896732578	10.26397388
TNXB	5.359493551	5.583709319
TOB1	7.972349375	8.746828782
TOB2	5.872220713	5.796489092
TOE1	8.213393216	8.078514288
TOLLIP	7.890859306	8.112332833
TOM1	6.572845596	6.950305292
TOM1L1	8.515370663	8.983286361
TOMM20	11.31121173	10.99962711
TOMM22	9.273797878	8.834040821
TOMM34	10.19205997	9.086420256
TOMM40	8.478151669	8.463452695
TOMM40L	7.674305769	6.969487153
TOMM70A	10.43382981	10.65556781
TOP1	9.392694097	8.801201295
TOP1MT	8.170238422	8.181308104
TOP2A	10.3080096	10.27305458
TOP2B	9.787913288	9.745850513
TOP3B	5.360432996	5.050099538
TOPBP1	9.533458787	9.737562817
TOPORS	7.916621893	7.756549278
TOR1A	8.106283638	8.35319416
TOR1AIP1	5.804774061	4.84048504
TOR1AIP2	3.50703752	3.458507744
TOR1B	8.09992632	8.351847135
TOR2A	7.075815346	7.61268539
TP53	4.916393246	8.082152927
TP53BP1	7.886576777	8.363577713
TP53BP2	8.78877024	7.984596374
TP53I11	5.993222199	6.006120891
TP53I3	8.433828947	8.598607402
TP53INP1	6.713549569	5.725867237
TP53INP2	7.548739701	6.567172046
TP53RK	8.202904254	8.123700871
TP73	5.222489328	4.212592933
TPBG	7.214933924	7.832004681
TPCN2	7.529646898	8.38928508
TPD52	6.263824868	6.623280155
TPD52L1	9.610117424	9.724584992
TPD52L2	10.23351894	9.639201809
TPH1	3.101387852	3.481371984
TPI1	7.523377199	6.772449654
TPK1	8.070975604	6.963620387
TPM1	10.88787989	10.60328828
TPM2	7.463122988	9.020604592
TPM3	6.062649464	5.725561091
TPM4	8.242979164	7.997447028
TPMT	6.467520685	6.576888737
TPO	4.704360819	4.787249305
TPP1	7.768321492	8.108622718
TPP2	4.0863746	5.67875316
TPPP	5.176332157	5.11092864
TPR	6.744727915	5.30199562
TPRKB	10.33708793	10.63168035
TPSG1	5.867832373	6.170047769
TPST1	7.501989036	5.099740965
TPST2	6.888051035	6.884595087
TPT1	13.41627411	13.60848177
TPX2	10.10718497	9.279569064
TRA2A	7.834782304	6.764715905
TRADD	7.970355176	7.649288163
TRAF1	4.68376183	5.382880143
TRAF2	7.211594224	7.411675399
TRAF3	7.275915641	7.549981178
TRAF3IP2	7.730668409	7.940951554
TRAF3IP3	4.132109651	6.643293423
TRAF4	6.064375759	6.713980169
TRAF5	7.85807679	9.742437372
TRAF6	6.924157197	6.96426366
TRAF7	7.693861808	8.497805746
TRAFD1	6.206449344	5.880642451
TRAIP	6.747386566	6.613303357
TRAK1	8.153264847	8.464660367
TRAM1	10.24730491	8.068245423
TRAM1L1	4.36274905	4.427443133
TRAM2	9.34424509	9.471613148
TRAP1	10.10997682	10.36425966
TRAPPC1	6.618598558	7.627613053
TRAPPC2	7.637942871	8.033120106
TRAPPC3	8.54291852	9.512803728
TRAPPC4	10.22190444	9.065219285
TRAPPC6B	7.627823268	7.289023803
TREML2	5.858602482	5.866532646
TRERF1	4.113498516	8.83237622
TREX1	6.035528407	7.18987067
TRHDE	3.696583327	3.423197975
TRIAP1	9.574607144	9.564389745
TRIB1	9.425025246	9.951639751
TRIB2	4.793908104	8.300786925
TRIB3	10.36516784	9.88601378
TRIM10	5.554523149	5.220087812
TRIM14	8.093656299	7.972855586
TRIM15	6.512915625	6.552498787
TRIM16	6.937500046	7.895535241
TRIM17	5.164462161	4.807105104
TRIM2	7.626439408	9.067016257
TRIM21	6.72402693	7.140836531
TRIM22	3.672525133	4.052801778
TRIM23	6.205286747	4.688485083
TRIM24	8.723240566	8.661973208
TRIM25	8.999614447	9.107599055
TRIM26	7.660631031	8.226235577
TRIM28	9.761829024	9.29185819
TRIM29	6.495197946	8.027106589
TRIM3	5.926703086	6.179316003
TRIM31	3.439791623	3.442997687
TRIM32	5.294071335	5.408329009
TRIM33	8.551746949	8.686659191
TRIM35	6.594213625	6.13654913
TRIM36	4.588031731	4.265057472
TRIM38	4.55802944	6.415401761
TRIM4	6.958386222	7.023216132
TRIM40	3.741217244	3.852812335
TRIM41	7.628849528	8.140940979
TRIM45	5.444455667	5.749493364
TRIM52	6.571398709	6.053437035
TRIM54	4.466165393	4.749733856
TRIM55	3.413982367	3.349708512
TRIM58	2.996865447	3.172404756
TRIM59	4.236189661	8.114325724
TRIM62	5.759101884	6.413459052
TRIM63	4.307888794	4.06246936
TRIM65	6.976035593	6.518801148
TRIM7	6.094060313	7.656587762
TRIM8	8.558638897	8.56533914
TRIM9	5.280114978	4.133968187
TRIO	5.875202313	5.83085679
TRIP10	7.207636422	6.633388023
TRIP11	6.503446161	6.244624693
TRIP12	9.108439727	9.463480387
TRIP13	9.525119668	9.511798901
TRIP4	7.854794931	8.563158289
TRIP6	8.478887424	7.175951367
TRMT1	7.579384014	7.503313456
TRMT12	7.012124156	7.822549219
TRMU	7.602218356	7.545798173
TRNT1	7.025012797	5.894861108
TROAP	9.062827342	8.443775444
TRPA1	3.885275622	3.943083331
TRPC1	5.80874909	3.380001052
TRPC3	3.69516267	3.698985556
TRPC4AP	8.426926295	8.237961711
TRPM2	5.360872123	7.472273701
TRPM4	6.398571875	6.448178152
TRPM5	3.963140288	4.069494041
TRPM6	3.681439476	3.428475158
TRPM8	3.304674669	3.949234817
TRPS1	3.547221158	4.423519753
TRPV3	4.960020378	4.963085888
TRPV4	5.538469911	5.687105484
TRPV6	4.867331495	7.31888292
TRRAP	5.756702328	4.942738768
TRUB1	9.014171456	8.866621885
TSC1	7.775786376	7.807251631
TSC2	6.961424236	7.115385421
TSC22D1	11.22438861	12.96850947
TSC22D2	9.60308786	8.767808783
TSC22D3	4.967586442	7.480936044
TSC22D4	4.882949882	4.6446973
TSEN2	5.958363551	6.546827227
TSEN54	7.353807759	7.227404408
TSFM	6.360612618	6.510885557
TSG101	10.33918158	10.76244032
TSGA10	3.585914887	3.957142361
TSLP	3.254089636	3.329061077
TSN	8.961221381	8.253972853
TSNARE1	5.192426227	4.932131457
TSNAX	5.264567314	5.685813644
